嗚呼,ああ
電卓,でんたく
伝達,でんたつ
電池,でんち
電池切れ,でんちぎれ
電柱,でんちゅう
電通大,でんつうだい
電鉄,でんてつ
伝統,でんとう
電灯,でんとう
伝統的,でんとうてき
伝統文化,でんとうぶんか
殿堂,でんどう
伝道,でんどう
電動,でんどう
伝導,でんどう
伝道師,でんどうし
電波,でんぱ
伝播,でんぱ
電波望遠鏡,でんぱぼうえんきょう
伝票,でんぴょう
電文,でんぶん
伝聞,でんぶん
伝法,でんぼう
電報,でんぽう
伝来,でんらい
電離,でんり
電流,でんりゅう
電力,でんりょく
伝令,でんれい
電話,でんわ
電話機,でんわき
電話口,でんわぐち
電話線,でんわせん
電話帳,でんわちょう
電話番号,でんわばんごう
途,と
戸,と
斗,と
投網,とあみ
樋,とい
問い,とい
問い合わせ,といあわせ
と言う,という
と言うことは,ということは
と言うことはない,ということはない
と言うもの,というもの
と言えば,といえば
戸板,といた
と言っても,といっても
籐,とう
党,とう
唐,とう
糖,とう
頭,とう
問う,とう
塔,とう
東亜,とうあ
答案,とうあん
統一,とういつ
統一感,とういつかん
統一的,とういつてき
登院,とういん
党員,とういん
投影,とうえい
東欧,とうおう
等価,とうか
透過,とうか
投下,とうか
灯火,とうか
東海,とうかい
倒壊,とうかい
灯火管制,とうかかんせい
当確,とうかく
倒閣,とうかく
頭角,とうかく
統括,とうかつ
投函,とうかん
当該,とうがい
唐辛子,とうがらし
騰貴,とうき
投棄,とうき
冬期,とうき
冬季,とうき
投機,とうき
登記,とうき
当期,とうき
陶器,とうき
等級,とうきゅう
投球,とうきゅう
東京,とうきょう
東京証券取引所,とうきょうしょうけんとりひきじょ
当局,とうきょく
討議,とうぎ
党議,とうぎ
闘牛,とうぎゅう
盗掘,とうくつ
東宮,とうぐう
東経,とうけい
統計,とうけい
統計的,とうけいてき
凍結,とうけつ
刀剣,とうけん
峠,とうげ
陶芸,とうげい
投稿,とうこう
投降,とうこう
登校,とうこう
陶工,とうこう
頭骨,とうこつ
統合,とうごう
統合幕僚会議,とうごうばくりょうかいぎ
東国,とうごく
投獄,とうごく
搭載,とうさい
登載,とうさい
盗作,とうさく
倒錯,とうさく
倒産,とうさん
父さん,とうさん
当座,とうざ
東西,とうざい
当座預金,とうざよきん
凍死,とうし
透視,とうし
闘志,とうし
闘士,とうし
投資,とうし
投資信託,とうししんたく
糖質,とうしつ
投射,とうしゃ
当社,とうしゃ
当主,とうしゅ
党首,とうしゅ
投手,とうしゅ
踏襲,とうしゅう
投手戦,とうしゅせん
当初,とうしょ
投書,とうしょ
凍傷,とうしょう
投信,とうしん
東進,とうしん
等身,とうしん
答申,とうしん
答辞,とうじ
湯治,とうじ
陶磁,とうじ
冬至,とうじ
当時,とうじ
当事,とうじ
陶磁器,とうじき
当事者,とうじしゃ
当日,とうじつ
登場,とうじょう
搭乗,とうじょう
登場人物,とうじょうじんぶつ
党人,とうじん
陶酔,とうすい
統帥,とうすい
統制,とうせい
当世,とうせい
騰勢,とうせい
党勢,とうせい
投石,とうせき
透析,とうせき
党籍,とうせき
当選,とうせん
党是,とうぜ
当然,とうぜん
闘争,とうそう
逃走,とうそう
統率,とうそつ
盗賊,とうぞく
淘汰,とうた
到達,とうたつ
当代,とうだい
灯台,とうだい
登壇,とうだん
倒置,とうち
当地,とうち
統治,とうち
到着,とうちゃく
盗聴,とうちょう
登庁,とうちょう
頭頂,とうちょう
登頂,とうちょう
盗聴器,とうちょうき
当直,とうちょく
到底,とうてい
透徹,とうてつ
当店,とうてん
東都,とうと
尊い,とうとい
到頭,とうとう
等々,とうとう
唐突,とうとつ
凍土,とうど
頭取,とうどり
島内,とうない
党内,とうない
東南,とうなん
盗難,とうなん
東南東,とうなんとう
投入,とうにゅう
豆乳,とうにゅう
糖尿病,とうにょうびょう
当人,とうにん
当の,とうの
踏破,とうは
党派,とうは
頭髪,とうはつ
当番,とうばん
登板,とうばん
逃避,とうひ
当否,とうひ
逃避行,とうひこう
投票,とうひょう
投票所,とうひょうしょ
投票箱,とうひょうばこ
盗品,とうひん
闘病,とうびょう
豆腐,とうふ
東部,とうぶ
頭部,とうぶ
当分,とうぶん
等分,とうぶん
糖分,とうぶん
答弁,とうべん
東方,とうほう
東邦,とうほう
当方,とうほう
東北,とうほく
東北東,とうほくとう
謄本,とうほん
東奔西走,とうほんせいそう
逃亡,とうぼう
倒木,とうぼく
冬眠,とうみん
党務,とうむ
透明,とうめい
当面,とうめん
玉蜀黍,とうもろこし
当夜,とうや
投薬,とうやく
灯油,とうゆ
投融資,とうゆうし
投与,とうよ
登用,とうよう
東洋,とうよう
盗用,とうよう
到来,とうらい
当落,とうらく
党利,とうり
党略,とうりゃく
登竜門,とうりゅうもん
投了,とうりょう
棟梁,とうりょう
盗塁,とうるい
糖類,とうるい
答礼,とうれい
登録,とうろく
登録者,とうろくしゃ
登録商標,とうろくしょうひょう
登録番号,とうろくばんごう
討論,とうろん
当惑,とうわく
都営,とえい
遠浅,とおあさ
遠い,とおい
渡欧,とおう
遠縁,とおえん
１０日,とおか
遠からず,とおからず
遠く,とおく
通し,とおし
遠出,とおで
遠巻き,とおまき
遠まわし,とおまわし
遠回り,とおまわり
遠目,とおめ
通り,とおり
通りすがり,とおりすがり
通り相場,とおりそうば
通り魔,とおりま
通り道,とおりみち
都会,とかい
兎角,とかく
時,とき
時折,ときおり
時として,ときとして
時々,ときどき
時には,ときには
時は金なり,ときはかねなり
研ぎ,とぎ
都議,とぎ
得,とく
特異,とくい
得意,とくい
得意先,とくいさき
特技,とくぎ
徳義,とくぎ
得策,とくさく
特撮,とくさつ
特産,とくさん
特使,とくし
篤志家,とくしか
得失,とくしつ
特質,とくしつ
特赦,とくしゃ
特殊,とくしゅ
特集,とくしゅう
特殊撮影,とくしゅさつえい
特殊法人,とくしゅほうじん
特賞,とくしょう
特色,とくしょく
特進,とくしん
特需,とくじゅ
特製,とくせい
特性,とくせい
特設,とくせつ
特選,とくせん
特装,とくそう
特捜,とくそう
督促,とくそく
特大,とくだい
特段,とくだん
特注,とくちゅう
特徴,とくちょう
特長,とくちょう
特定,とくてい
特典,とくてん
得点,とくてん
特等,とくとう
得々,とくとく
得度,とくど
特に,とくに
特派,とくは
特派員,とくはいん
特売,とくばい
特筆,とくひつ
得票,とくひょう
特別,とくべつ
特別価格,とくべつかかく
特別区,とくべつく
特別配当金,とくべつはいとうきん
読本,とくほん
特命,とくめい
匿名,とくめい
特約,とくやく
特有,とくゆう
特例,とくれい
戸口,とぐち
溶け合う,とけあう
時計,とけい
時計回り,とけいまわり
刺,とげ
床,とこ
渡航,とこう
常夏,とこなつ
床の間,とこのま
床屋,とこや
所,ところ
所が,ところが
所で,ところで
所々,ところどころ
所番地,ところばんち
登山,とざん
年,とし
都市,とし
年明け,としあけ
年上,としうえ
年老,としおい
年男,としおとこ
都市計画,としけいかく
年越し,としこし
都市国家,としこっか
年頃,としごろ
年下,としした
年月,としつき
年取った,としとった
年の暮れ,としのくれ
年の瀬,としのせ
都市部,としぶ
図書,としょ
図書館,としょかん
図書室,としょしつ
年寄り,としより
都心,としん
戸締まり,とじまり
途上,とじょう
途上国,とじょうこく
都政,とせい
途絶,とぜつ
塗装,とそう
途端,とたん
途端に,とたんに
戸棚,とだな
土地,とち
土地柄,とちがら
途中,とちゅう
都庁,とちょう
特価,とっか
特化,とっか
突貫,とっかん
突起,とっき
特記,とっき
特急,とっきゅう
特級,とっきゅう
特許,とっきょ
特許権,とっきょけん
特許庁,とっきょちょう
疾っくに,とっくに
取っ組み合い,とっくみあい
徳利,とっくり
特訓,とっくん
特恵関税,とっけいかんぜい
特権,とっけん
特高,とっこう
徳行,とっこう
特攻隊,とっこうたい
特効薬,とっこうやく
咄嗟に,とっさに
突出,とっしゅつ
突進,とっしん
取っ手,とって
突堤,とってい
突破,とっぱ
突発,とっぱつ
凸版,とっぱん
凸版印刷,とっぱんいんさつ
突風,とっぷう
嫁ぎ先,とつぎさき
突撃,とつげき
突如,とつじょ
突然,とつぜん
突然変異,とつぜんへんい
突入,とつにゅう
徒弟,とてい
迚も,とても
整う,ととのう
整った,ととのった
都道府県,とどうふけん
届,とどけ
届け出,とどけで
滞り,とどこおり
都内,とない
隣,となり
隣り合う,となりあう
隣り合わせ,となりあわせ
隣近所,となりきんじょ
隣組,となりぐみ
兎に角,とにかく
殿様,とのさま
とは言うものの,とはいうものの
賭博,とばく
飛ばし,とばし
飛び入り,とびいり
飛び下り,とびおり
飛び交う,とびかう
飛び切り,とびきり
飛び込み,とびこみ
飛び立つ,とびたつ
飛び出し,とびだし
飛び地,とびち
飛び火,とびひ
扉,とびら
塗布,とふ
渡仏,とふつ
渡米,とべい
徒歩,とほ
途方,とほう
乏しい,とぼしい
戸惑い,とまどい
戸惑う,とまどう
泊まり,とまり
止まり,とまり
泊まり込み,とまりこみ
富,とみ
都民,とみん
弔い合戦,とむらいがっせん
弔う,とむらう
留め,とめ
留め置き,とめおき
留め金,とめがね
止めどなく,とめどなく
供,とも
友,とも
共,とも
兎もあれ,ともあれ
巴,ともえ
兎も角,ともかく
共稼ぎ,ともかせぎ
共食い,ともぐい
共倒れ,ともだおれ
友達,ともだち
友釣り,ともづり
共々,ともども
伴う,ともなう
共に,ともに
共働き,ともばたらき
虎,とら
寅,とら
渡来,とらい
捕らわれ,とらわれ
酉,とり
鳥,とり
取り合い,とりあい
取り合う,とりあう
取りあえず,とりあえず
取り扱い,とりあつかい
取扱注意,とりあつかいちゅうい
取り扱う,とりあつかう
鳥居,とりい
取り柄,とりえ
取り返し,とりかえし
取り方,とりかた
取り決め,とりきめ
取り口,とりくち
取り組み,とりくみ
取り消し,とりけし
虜,とりこ
取り越し苦労,とりこしぐろう
取り込み,とりこみ
取り壊し,とりこわし
取り下げ,とりさげ
取り締まり,とりしまり
取締法,とりしまりほう
取締役,とりしまりやく
取締役会,とりしまりやくかい
取り調べ,とりしらべ
取り立て,とりたて
都立,とりつ
取次,とりつぎ
取次店,とりつぎてん
取り次ぐ,とりつぐ
捕り手,とりて
砦,とりで
取り留めのない,とりとめのない
鶏肉,とりにく
取り除く,とりのぞく
取り計らい,とりはからい
取り外し,とりはずし
鳥肌,とりはだ
取り払い,とりはらい
取り払う,とりはらう
取引,とりひき
取引先,とりひきさき
取り分,とりぶん
取り巻き,とりまき
取り巻く,とりまく
取り持つ,とりもつ
捕り物,とりもの
捕物帳,とりものちょう
塗料,とりょう
取り分け,とりわけ
吐露,とろ
徒労,とろう
とんでも無い,とんでもない
蜻蛉,とんぼ
問屋,とんや
豚カツ,とんカツ
度,ど
度合い,どあい
堂,どう
同,どう
動,どう
銅,どう
如何,どう
胴,どう
胴上げ,どうあげ
同意,どうい
同位,どうい
どう言う,どういう
どう致しまして,どういたしまして
同一,どういつ
動員,どういん
同音,どうおん
同化,どうか
銅貨,どうか
如何か,どうか
同格,どうかく
導火線,どうかせん
恫喝,どうかつ
同感,どうかん
動画,どうが
童画,どうが
童顔,どうがん
同期,どうき
動機,どうき
同級,どうきゅう
同級生,どうきゅうせい
同居,どうきょ
同郷,どうきょう
道教,どうきょう
同局,どうきょく
道義,どうぎ
動議,どうぎ
同義,どうぎ
道議会,どうぎかい
同義語,どうぎご
道義的責任,どうぎてきせきにん
同業,どうぎょう
洞窟,どうくつ
道具,どうぐ
道化,どうけ
憧憬,どうけい
同系,どうけい
同県,どうけん
同月,どうげつ
瞳孔,どうこう
動向,どうこう
同行,どうこう
同校,どうこう
同好,どうこう
道交法,どうこうほう
同国,どうこく
同根,どうこん
動作,どうさ
洞察,どうさつ
同坐,どうざ
同罪,どうざい
銅山,どうざん
同市,どうし
同氏,どうし
同志,どうし
動詞,どうし
同士,どうし
同士打ち,どうしうち
同質,どうしつ
同室,どうしつ
如何して,どうして
如何しても,どうしても
同社,どうしゃ
同種,どうしゅ
同省,どうしょう
同色,どうしょく
動植物,どうしょくぶつ
どう仕様もない,どうしようもない
同心,どうしん
童心,どうしん
同心円,どうしんえん
同時,どうじ
童子,どうじ
同時代,どうじだい
同日,どうじつ
同時通訳,どうじつうやく
同時に,どうじに
同上,どうじょう
同情,どうじょう
道場,どうじょう
同乗,どうじょう
同人,どうじん
同数,どうすう
動静,どうせい
同棲,どうせい
同性,どうせい
同姓,どうせい
同性愛,どうせいあい
同席,どうせき
銅線,どうせん
同船,どうせん
同然,どうぜん
同窓,どうそう
同窓会,どうそうかい
銅像,どうぞう
同族,どうぞく
胴体,どうたい
動態,どうたい
銅鐸,どうたく
同地,どうち
道中,どうちゅう
